edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2000 Summer Olympics,25,PRK,Weightlifting,"Middleweight, Women",30260,Kim Yong-Ok,94750,5,,FALSE
2004 Summer Olympics,26,PRK,Weightlifting,"Featherweight, Men",30305,Im Yong-Su,94749,DNF,,FALSE
2004 Summer Olympics,26,PRK,Weightlifting,"Flyweight, Women",30368,Choe Un-Sim,103523,8,,FALSE
2004 Summer Olympics,26,PRK,Weightlifting,"Lightweight, Women",30386,Ri Song-Hui,94751,2,Silver,FALSE
2004 Summer Olympics,26,PRK,Weightlifting,"Lightweight, Women",30386,Pak Hyon-Suk,103538,6,,FALSE
2008 Summer Olympics,53,PRK,Weightlifting,"Bantamweight, Men",262997,Cha Kum-Chol,116305,5,,FALSE
2008 Summer Olympics,53,PRK,Weightlifting,"Bantamweight, Men",262997,Ri Kyong-Sok,116314,DNF,,FALSE
2008 Summer Olympics,53,PRK,Weightlifting,"Featherweight, Men",263006,Im Yong-Su,94749,DNF,,FALSE
2008 Summer Olympics,53,PRK,Weightlifting,"Lightweight, Men",263015,Kim Chol-Jin,116331,5,,FALSE
2008 Summer Olympics,53,PRK,Weightlifting,"Lightweight, Women",263087,O Jong-Ae,116258,2,Silver,FALSE
2008 Summer Olympics,53,PRK,Weightlifting,"Middleweight, Women",263096,Pak Hyon-Suk,103538,1,Gold,FALSE
2008 Summer Olympics,53,PRK,Weightlifting,"Light-Heavyweight, Women",263105,Hong Yong-Ok,116285,DNF,,FALSE
2012 Summer Olympics,54,PRK,Weightlifting,"Bantamweight, Men",331018,Om Yun-Chol,126906,1,Gold,FALSE
2012 Summer Olympics,54,PRK,Weightlifting,"Bantamweight, Men",331018,Sin Chol-Bom,126910,8,,FALSE
2012 Summer Olympics,54,PRK,Weightlifting,"Featherweight, Men",331036,Kim Un-Guk,126907,1,Gold,FALSE
2012 Summer Olympics,54,PRK,Weightlifting,"Lightweight, Men",331054,Kim Myong-Hyok,126908,3,Bronze,FALSE
2012 Summer Olympics,54,PRK,Weightlifting,"Lightweight, Men",331054,Kim Kum-Sok,126909,8,,FALSE
2012 Summer Olympics,54,PRK,Weightlifting,"Flyweight, Women",331000,Ryang Chun-Hwa,126911,3,Bronze,FALSE
2012 Summer Olympics,54,PRK,Weightlifting,"Lightweight, Women",331027,Jong Chun-Mi,126912,4,,FALSE
2012 Summer Olympics,54,PRK,Weightlifting,"Light-Heavyweight, Women",331063,Rim Jong-Sim,126913,1,Gold,FALSE
2016 Summer Olympics,59,PRK,Weightlifting,"Bantamweight, Men",354290,Om Yun-Chol,126906,2,Silver,FALSE
2016 Summer Olympics,59,PRK,Weightlifting,"Lightweight, Men",354308,Kwon Yong-Gwang,135598,13,,FALSE
2016 Summer Olympics,59,PRK,Weightlifting,"Lightweight, Men",354308,Kim Myong-Hyok,126908,DNF,,FALSE
2016 Summer Olympics,59,PRK,Weightlifting,"Middleweight, Men",354317,Choe Jon-Wi,135597,7,,FALSE
2016 Summer Olympics,59,PRK,Weightlifting,"Middleweight, Women",354389,Choe Hyo-Sim,131447,2,Silver,FALSE
2016 Summer Olympics,59,PRK,Weightlifting,"Heavyweight, Women",354407,Rim Jong-Sim,126913,1,Gold,FALSE
2016 Summer Olympics,59,PRK,Weightlifting,"Super-Heavyweight, Women",354416,Kim Kuk-Hyang,131448,2,Silver,FALSE
1968 Summer Olympics,17,DOM,Weightlifting,"Featherweight, Men",29398,Ramón Silfa,55511,AC,,FALSE
1968 Summer Olympics,17,DOM,Weightlifting,"Light-Heavyweight, Men",29442,José Pérez,55508,22,,FALSE
1972 Summer Olympics,18,DOM,Weightlifting,"Light-Heavyweight, Men",29560,Luis Emilio Berroa,55500,17,,FALSE
1976 Summer Olympics,19,DOM,Weightlifting,"Flyweight, Men",29617,Rafael Ortega,55506,DNF,,FALSE
1976 Summer Olympics,19,DOM,Weightlifting,"Flyweight, Men",29617,San Lázaro de la Cruz,55502,DNF,,FALSE
1980 Summer Olympics,20,DOM,Weightlifting,"Heavyweight II, Men",29779,Mario Rodríguez,55510,12,,FALSE
1988 Summer Olympics,22,DOM,Weightlifting,"Bantamweight, Men",29897,Cristian Rivera,55509,DNF,,FALSE
1988 Summer Olympics,22,DOM,Weightlifting,"Light-Heavyweight, Men",29933,Frank Pérez,55507,10,,FALSE
1988 Summer Olympics,22,DOM,Weightlifting,"Middle-Heavyweight, Men",29942,Francisco Guzmán,55504,18,,FALSE
1988 Summer Olympics,22,DOM,Weightlifting,"Super-Heavyweight, Men",29969,José Miguel Guzmán,55505,13,,FALSE
1992 Summer Olympics,23,DOM,Weightlifting,"Featherweight, Men",29996,Juan Manuel Cueto,55501,25,,FALSE
1996 Summer Olympics,24,DOM,Weightlifting,"Featherweight, Men",30086,Alfonso Grullart,55503,30,,FALSE
2000 Summer Olympics,25,DOM,Weightlifting,"Super-Heavyweight, Men",30224,Playter Reyes,94714,21,,FALSE
2000 Summer Olympics,25,DOM,Weightlifting,"Heavyweight, Women",30278,Wanda Rijo,94715,8,,FALSE
2004 Summer Olympics,26,DOM,Weightlifting,"Heavyweight, Women",30413,Wanda Rijo,94715,10,,FALSE
2008 Summer Olympics,53,DOM,Weightlifting,"Featherweight, Women",263078,Yuderqui Contreras,116253,4,,FALSE
2012 Summer Olympics,54,DOM,Weightlifting,"Flyweight, Women",331000,Beatriz Pirón,125071,9,,FALSE
2012 Summer Olympics,54,DOM,Weightlifting,"Featherweight, Women",331009,Yuderqui Contreras,116253,DNF,,FALSE
2016 Summer Olympics,59,DOM,Weightlifting,"Bantamweight, Men",354290,Luis García,133540,8,,FALSE
2016 Summer Olympics,59,DOM,Weightlifting,"Flyweight, Women",354362,Beatriz Pirón,125071,4,,FALSE
2016 Summer Olympics,59,DOM,Weightlifting,"Lightweight, Women",354380,Yuderqui Contreras,116253,6,,FALSE
2020 Summer Olympics,61,DOM,Weightlifting,"Featherweight, Men",19002020,Luis García,133540,8,,FALSE
2020 Summer Olympics,61,DOM,Weightlifting,"Light-Heavyweight, Men",19002047,Zacarías Bonnat,142244,2,Silver,FALSE
2020 Summer Olympics,61,DOM,Weightlifting,"Flyweight, Women",19002083,Beatriz Pirón,125071,8,,FALSE
2020 Summer Olympics,61,DOM,Weightlifting,"Heavyweight, Women",19002128,Crismery Santana,142207,3,Bronze,FALSE
2020 Summer Olympics,61,DOM,Weightlifting,"Super-Heavyweight, Women",19002137,Verónica Saladín,142208,7,,FALSE
1956 Summer Olympics,14,COL,Weightlifting,"Lightweight, Men",29115,Ney López,55422,AC,,FALSE
1956 Summer Olympics,14,COL,Weightlifting,"Middleweight, Men",29129,Carlos Caballero,55418,AC,,FALSE
1960 Summer Olympics,15,COL,Weightlifting,"Featherweight, Men",29200,Jorge Pineda,55429,AC,,FALSE
1960 Summer Olympics,15,COL,Weightlifting,"Lightweight, Men",29214,Ney López,55422,9,,FALSE
1960 Summer Olympics,15,COL,Weightlifting,"Middleweight, Men",29228,Carlos Caballero,55418,15,,FALSE
1972 Summer Olympics,18,COL,Weightlifting,"Flyweight, Men",29487,Lester Francel,55421,10,,FALSE
1972 Summer Olympics,18,COL,Weightlifting,"Lightweight, Men",29531,José Martínez,55423,16,,FALSE
1976 Summer Olympics,19,COL,Weightlifting,"Flyweight, Men",29617,Gustavo Quintana,55431,16,,FALSE
1976 Summer Olympics,19,COL,Weightlifting,"Bantamweight, Men",29628,Ezequiel Sánchez,55433,17,,FALSE
1984 Summer Olympics,21,COL,Weightlifting,"Flyweight, Men",29797,Antonio Quintana,55430,13,,FALSE
1984 Summer Olympics,21,COL,Weightlifting,"Flyweight, Men",29797,Óscar Penagos,55428,14,,FALSE
1984 Summer Olympics,21,COL,Weightlifting,"Bantamweight, Men",29807,Nicolás Mercado,55425,12,,FALSE
1984 Summer Olympics,21,COL,Weightlifting,"Featherweight, Men",29816,Óscar Palma,55427,13,,FALSE
1984 Summer Olympics,21,COL,Weightlifting,"Middleweight, Men",29834,Gilberto Mercado,55424,14,,FALSE
1988 Summer Olympics,22,COL,Weightlifting,"Bantamweight, Men",29897,Óscar Penagos,55428,17,,FALSE
1988 Summer Olympics,22,COL,Weightlifting,"Featherweight, Men",29906,Tolentino Murillo,55426,8,,FALSE
1988 Summer Olympics,22,COL,Weightlifting,"Featherweight, Men",29906,Jhon Salazar,55432,9,,FALSE
1992 Summer Olympics,23,COL,Weightlifting,"Featherweight, Men",29996,José Horacio Villegas,55436,21,,FALSE
1992 Summer Olympics,23,COL,Weightlifting,"Featherweight, Men",29996,Roger Berrio,55417,AC,,FALSE
1992 Summer Olympics,23,COL,Weightlifting,"Lightweight, Men",30005,Eyne Acevedo,55416,6,,FALSE
1992 Summer Olympics,23,COL,Weightlifting,"Middleweight, Men",30014,Álvaro Velasco,55435,17,,FALSE
1996 Summer Olympics,24,COL,Weightlifting,"Flyweight, Men",30068,Juan Carlos Fernández,55420,8,,FALSE
1996 Summer Olympics,24,COL,Weightlifting,"Flyweight, Men",30068,Nelson Castro,55419,16,,FALSE
1996 Summer Olympics,24,COL,Weightlifting,"Featherweight, Men",30086,Roger Berrio,55417,26,,FALSE
1996 Summer Olympics,24,COL,Weightlifting,"Middleweight, Men",30104,Álvaro Velasco,55435,12,,FALSE
1996 Summer Olympics,24,COL,Weightlifting,"Heavyweight I, Men",30132,Deivan Valencia,55434,18,,FALSE
2000 Summer Olympics,25,COL,Weightlifting,"Bantamweight, Men",30159,Nelson Castro,55419,11,,FALSE
2000 Summer Olympics,25,COL,Weightlifting,"Heavyweight, Women",30278,María Isabel Urrutia,66645,1,Gold,FALSE
2000 Summer Olympics,25,COL,Weightlifting,"Super-Heavyweight, Women",30287,Carmenza Delgado,94708,4,,FALSE
2004 Summer Olympics,26,COL,Weightlifting,"Bantamweight, Men",30296,Óscar Figueroa,103547,5,,FALSE
2004 Summer Olympics,26,COL,Weightlifting,"Bantamweight, Men",30296,Nelson Castro,55419,9,,FALSE
2004 Summer Olympics,26,COL,Weightlifting,"Featherweight, Men",30305,Diego Fernando Salazar,103566,DNF,,FALSE
2004 Summer Olympics,26,COL,Weightlifting,"Middleweight, Men",30323,Carlos Andica,104573,17,,FALSE
2004 Summer Olympics,26,COL,Weightlifting,"Light-Heavyweight, Men",30332,Héctor Ballesteros,104586,9,,FALSE
2004 Summer Olympics,26,COL,Weightlifting,"Featherweight, Women",30377,Mabel Mosquera,103531,3,Bronze,FALSE
2004 Summer Olympics,26,COL,Weightlifting,"Light-Heavyweight, Women",30404,Ubaldina Valoyes,104619,8,,FALSE
2004 Summer Olympics,26,COL,Weightlifting,"Heavyweight, Women",30413,Tulia Ángela Medina,104607,8,,FALSE
2004 Summer Olympics,26,COL,Weightlifting,"Super-Heavyweight, Women",30422,Carmenza Delgado,94708,9,,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Bantamweight, Men",262997,Sergio Rada,116309,12,,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Featherweight, Men",263006,Diego Fernando Salazar,103566,2,Silver,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Featherweight, Men",263006,Óscar Figueroa,103547,DNF,,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Lightweight, Men",263015,Luis Pineda,116339,13,,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Lightweight, Men",263015,Edwin Mosquera,116351,DNF,,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Light-Heavyweight, Men",263033,Carlos Andica,104573,7,,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Middleweight, Women",263096,Mercedes Pérez,116270,8,,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Light-Heavyweight, Women",263105,Leidy Solís,116281,2,Silver,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Light-Heavyweight, Women",263105,Tulia Ángela Medina,104607,4,,FALSE
2008 Summer Olympics,53,COL,Weightlifting,"Heavyweight, Women",263114,Ubaldina Valoyes,104619,4,,FALSE
2012 Summer Olympics,54,COL,Weightlifting,"Bantamweight, Men",331018,Sergio Rada,116309,6,,FALSE
2012 Summer Olympics,54,COL,Weightlifting,"Bantamweight, Men",331018,Carlos Berna,125441,7,,FALSE
2012 Summer Olympics,54,COL,Weightlifting,"Featherweight, Men",331036,Óscar Figueroa,103547,2,Silver,FALSE
2012 Summer Olympics,54,COL,Weightlifting,"Lightweight, Men",331054,Doyler Sánchez,125439,11,,FALSE
2012 Summer Olympics,54,COL,Weightlifting,"Featherweight, Women",331009,Rusmeris Villar,125403,4,,FALSE
2012 Summer Olympics,54,COL,Weightlifting,"Lightweight, Women",331027,Jackelina Heredia,125405,8,,FALSE
2012 Summer Olympics,54,COL,Weightlifting,"Lightweight, Women",331027,Lina Rivas,125374,DNF,,FALSE
2012 Summer Olympics,54,COL,Weightlifting,"Light-Heavyweight, Women",331063,Ubaldina Valoyes,104619,3,Bronze,FALSE
2016 Summer Olympics,59,COL,Weightlifting,"Bantamweight, Men",354290,Habib de las Salas,133297,6,,FALSE
2016 Summer Olympics,59,COL,Weightlifting,"Featherweight, Men",354299,Óscar Figueroa,103547,1,Gold,FALSE
2016 Summer Olympics,59,COL,Weightlifting,"Lightweight, Men",354308,Luis Mosquera,136613,3,Bronze,FALSE
2016 Summer Olympics,59,COL,Weightlifting,"Lightweight, Men",354308,Edwin Mosquera,116351,15,,FALSE
2016 Summer Olympics,59,COL,Weightlifting,"Middleweight, Men",354317,Andrés Caicedo,133296,5,,FALSE
2016 Summer Olympics,59,COL,Weightlifting,"Lightweight, Women",354380,Lina Rivas,125374,7,,FALSE
2016 Summer Olympics,59,COL,Weightlifting,"Middleweight, Women",354389,Mercedes Pérez,116270,4,,FALSE
2016 Summer Olympics,59,COL,Weightlifting,"Light-Heavyweight, Women",354398,Leidy Solís,116281,4,,FALSE
2016 Summer Olympics,59,COL,Weightlifting,"Heavyweight, Women",354407,Ubaldina Valoyes,104619,4,,FALSE
2020 Summer Olympics,61,COL,Weightlifting,"Lightweight, Men",19002029,Luis Mosquera,136613,2,Silver,FALSE
2020 Summer Olympics,61,COL,Weightlifting,"Light-Heavyweight, Men",19002047,Brayan Rodallegas,141965,5,,FALSE
2020 Summer Olympics,61,COL,Weightlifting,"Middleweight, Women",19002110,Mercedes Pérez,116270,4,,FALSE
1984 Summer Olympics,21,ECU,Weightlifting,"Featherweight, Men",29816,Héctor Hurtado,55513,16,,FALSE
1988 Summer Olympics,22,ECU,Weightlifting,"Bantamweight, Men",29897,Edwin Mata,55514,20,,FALSE
1988 Summer Olympics,22,ECU,Weightlifting,"Featherweight, Men",29906,Joe García,55512,AC,,FALSE
1988 Summer Olympics,22,ECU,Weightlifting,"Light-Heavyweight, Men",29933,Jhon Sichel,55515,15,,FALSE
2000 Summer Olympics,25,CRO,Weightlifting,"Featherweight, Men",30169,Nikolaj Pešalov,55312,1,Gold,FALSE
2004 Summer Olympics,26,CRO,Weightlifting,"Lightweight, Men",30314,Nikolaj Pešalov,55312,3,Bronze,FALSE
2016 Summer Olympics,59,CRO,Weightlifting,"Light-Heavyweight, Men",354326,Amar Musić,133340,14,,FALSE
2000 Summer Olympics,25,ECU,Weightlifting,"Heavyweight, Men",30215,Boris Burov,94716,10,,FALSE
2004 Summer Olympics,26,ECU,Weightlifting,"Lightweight, Men",30314,Julio Idrovo,103803,11,,FALSE
2004 Summer Olympics,26,ECU,Weightlifting,"Lightweight, Women",30386,Alexandra Escobar,103539,7,,FALSE
2008 Summer Olympics,53,ECU,Weightlifting,"Middle-Heavyweight, Men",263042,Eduardo Guadamud,116403,DNF,,FALSE
2008 Summer Olympics,53,ECU,Weightlifting,"Lightweight, Women",263087,Alexandra Escobar,103539,4,,FALSE
2012 Summer Olympics,54,ECU,Weightlifting,"Heavyweight, Men",331117,Jorge Arroyo,121119,6,,FALSE
2012 Summer Olympics,54,ECU,Weightlifting,"Lightweight, Women",331027,Alexandra Escobar,103539,7,,FALSE
2012 Summer Olympics,54,ECU,Weightlifting,"Light-Heavyweight, Women",331063,Rosa Tenorio,121118,8,,FALSE
2012 Summer Olympics,54,ECU,Weightlifting,"Super-Heavyweight, Women",331108,Oliba Nieve,121592,7,,FALSE
2016 Summer Olympics,59,ECU,Weightlifting,"Super-Heavyweight, Men",354353,Fernando Salas,133553,14,,FALSE
2016 Summer Olympics,59,ECU,Weightlifting,"Lightweight, Women",354380,Alexandra Escobar,103539,4,,FALSE
2016 Summer Olympics,59,ECU,Weightlifting,"Light-Heavyweight, Women",354398,Neisi Dajomes,129899,7,,FALSE
2020 Summer Olympics,61,ECU,Weightlifting,"Lightweight, Women",19002101,Alexandra Escobar,103539,DNF,,FALSE
2020 Summer Olympics,61,ECU,Weightlifting,"Middleweight, Women",19002110,Angie Palacios,142257,6,,FALSE
2020 Summer Olympics,61,ECU,Weightlifting,"Light-Heavyweight, Women",19002119,Neisi Dajomes,129899,1,Gold,FALSE
2020 Summer Olympics,61,ECU,Weightlifting,"Heavyweight, Women",19002128,Tamara Salazar,142258,2,Silver,FALSE
2000 Summer Olympics,25,FSM,Weightlifting,"Bantamweight, Men",30159,Manuel Minginfel,94725,DNF,,FALSE
2004 Summer Olympics,26,FSM,Weightlifting,"Featherweight, Men",30305,Manuel Minginfel,94725,10,,FALSE
2008 Summer Olympics,53,FSM,Weightlifting,"Featherweight, Men",263006,Manuel Minginfel,94725,11,,FALSE
2012 Summer Olympics,54,FSM,Weightlifting,"Featherweight, Men",331036,Manuel Minginfel,94725,9,,FALSE
1984 Summer Olympics,21,SWZ,Weightlifting,"Middleweight, Men",29834,Paul Hoffman,56754,19,,FALSE
1988 Summer Olympics,22,SWZ,Weightlifting,"Middleweight, Men",29924,Paul Hoffman,56754,21,,FALSE
1988 Summer Olympics,22,SWZ,Weightlifting,"Light-Heavyweight, Men",29933,Absalom Shabangu,56755,DNF,,FALSE
1956 Summer Olympics,14,TPE,Weightlifting,"Bantamweight, Men",29087,Song Re-Nado,56841,9,,FALSE
1956 Summer Olympics,14,TPE,Weightlifting,"Featherweight, Men",29101,Lim Jose-Ning,56838,AC,,FALSE
1956 Summer Olympics,14,TPE,Weightlifting,"Middleweight, Men",29129,Ko Bu-Beng,56834,12,,FALSE
1960 Summer Olympics,15,TPE,Weightlifting,"Middleweight, Men",29228,Ko Bu-Beng,56834,AC,,FALSE
1960 Summer Olympics,15,TPE,Weightlifting,"Middleweight, Men",29228,Jue Chin-Shen,56846,DNF,,FALSE
1964 Summer Olympics,16,TPE,Weightlifting,"Bantamweight, Men",29285,Chung Nan-Fei,56832,AC,,FALSE
1964 Summer Olympics,16,TPE,Weightlifting,"Featherweight, Men",29299,Chang Ming-Chung,56821,16,,FALSE
1964 Summer Olympics,16,TPE,Weightlifting,"Lightweight, Men",29313,Yeh Juei-Feng,56845,DNF,,FALSE
1964 Summer Olympics,16,TPE,Weightlifting,"Middleweight, Men",29327,Chao Cheng-Hsueng,56823,12,,FALSE
1964 Summer Olympics,16,TPE,Weightlifting,"Light-Heavyweight, Men",29341,Cheng Cheng-Chung,56827,21,,FALSE
1964 Summer Olympics,16,TPE,Weightlifting,"Middle-Heavyweight, Men",29355,Cheng Sheng-Teh,56828,12,,FALSE
1964 Summer Olympics,16,TPE,Weightlifting,"Heavyweight, Men",29369,Oun Yao-Ling,56840,14,,FALSE
1968 Summer Olympics,17,TPE,Weightlifting,"Bantamweight, Men",29384,Chen Kue-Sen,56825,DNF,,FALSE
1968 Summer Olympics,17,TPE,Weightlifting,"Featherweight, Men",29398,Chung Nan-Fei,56832,DNF,,FALSE
1968 Summer Olympics,17,TPE,Weightlifting,"Featherweight, Men",29398,Chang Ming-Chung,56821,DNF,,FALSE
1968 Summer Olympics,17,TPE,Weightlifting,"Lightweight, Men",29413,Chen Chia-Nan,56824,17,,FALSE
1968 Summer Olympics,17,TPE,Weightlifting,"Middle-Heavyweight, Men",29457,Cheng Sheng-Teh,56828,18,,FALSE
1972 Summer Olympics,18,TPE,Weightlifting,"Featherweight, Men",29517,Chen Kue-Sen,56825,10,,FALSE
1984 Summer Olympics,21,TPE,Weightlifting,"Flyweight, Men",29797,Chung Yung-Chi,56833,11,,FALSE
1984 Summer Olympics,21,TPE,Weightlifting,"Flyweight, Men",29797,Chen Shen-Yuan,56826,15,,FALSE
1984 Summer Olympics,21,TPE,Weightlifting,"Bantamweight, Men",29807,Chiu Yuh-Chuan,56831,11,,FALSE
1984 Summer Olympics,21,TPE,Weightlifting,"Featherweight, Men",29816,Tsai Wen-Yee,56842,3,Bronze,FALSE
1988 Summer Olympics,22,TPE,Weightlifting,"Flyweight, Men",29888,Chiang Ming-Hsiung,56830,14,,FALSE
1988 Summer Olympics,22,TPE,Weightlifting,"Flyweight, Men",29888,Chung Yung-Chi,56833,AC,,FALSE
1988 Summer Olympics,22,TPE,Weightlifting,"Bantamweight, Men",29897,Liao Hsing-Chou,56837,15,,FALSE
1988 Summer Olympics,22,TPE,Weightlifting,"Bantamweight, Men",29897,Tsai Wen-Yee,56842,DNF,,FALSE
1988 Summer Olympics,22,TPE,Weightlifting,"Lightweight, Men",29915,Chang Shun-Chien,56822,AC,,FALSE
1988 Summer Olympics,22,TPE,Weightlifting,"Light-Heavyweight, Men",29933,Cheng Chia-Tso,56829,12,,FALSE
1988 Summer Olympics,22,TPE,Weightlifting,"Heavyweight I, Men",29951,Liao Chin-Ming,56836,15,,FALSE
1992 Summer Olympics,23,TPE,Weightlifting,"Bantamweight, Men",29987,Lin Tzu-Yao,56839,16,,FALSE
1996 Summer Olympics,24,TPE,Weightlifting,"Flyweight, Men",30068,Wang Shin-Yuan,56843,9,,FALSE
1996 Summer Olympics,24,TPE,Weightlifting,"Featherweight, Men",30086,Liao Hsing-Chou,56837,14,,FALSE
1996 Summer Olympics,24,TPE,Weightlifting,"Light-Heavyweight, Men",30113,Wu Tsai-Fu,56844,14,,FALSE
1996 Summer Olympics,24,TPE,Weightlifting,"Light-Heavyweight, Men",30113,Kuo Tai-Chih,56835,16,,FALSE
2000 Summer Olympics,25,TPE,Weightlifting,"Bantamweight, Men",30159,Wang Shin-Yuan,56843,4,,FALSE
2000 Summer Olympics,25,TPE,Weightlifting,"Bantamweight, Men",30159,Yang Chin-Yi,94781,8,,FALSE
2000 Summer Olympics,25,TPE,Weightlifting,"Featherweight, Women",30242,Li Feng-Ying,94780,2,Silver,FALSE
2000 Summer Olympics,25,TPE,Weightlifting,"Heavyweight, Women",30278,Kuo Yi-Hang,94779,3,Bronze,FALSE
2004 Summer Olympics,26,TPE,Weightlifting,"Bantamweight, Men",30296,Yang Chin-Yi,94781,DNF,,FALSE
2004 Summer Olympics,26,TPE,Weightlifting,"Bantamweight, Men",30296,Wang Shin-Yuan,56843,DNF,,FALSE
2004 Summer Olympics,26,TPE,Weightlifting,"Featherweight, Men",30305,Yang Sheng-Hsiung,103560,9,,FALSE
2004 Summer Olympics,26,TPE,Weightlifting,"Lightweight, Men",30314,Kuo Cheng-Wei,103802,10,,FALSE
2004 Summer Olympics,26,TPE,Weightlifting,"Flyweight, Women",30368,Chen Han-Tung,103522,6,,FALSE
2004 Summer Olympics,26,TPE,Weightlifting,"Flyweight, Women",30368,Chen Wei-Ling,103526,11,,FALSE
2004 Summer Olympics,26,TPE,Weightlifting,"Heavyweight, Women",30413,Huang Shih-Chun,104612,DNF,,FALSE
2008 Summer Olympics,53,TPE,Weightlifting,"Bantamweight, Men",262997,Yang Chin-Yi,94781,4,,FALSE
2008 Summer Olympics,53,TPE,Weightlifting,"Bantamweight, Men",262997,Wang Shin-Yuan,56843,7,,FALSE
2008 Summer Olympics,53,TPE,Weightlifting,"Featherweight, Men",263006,Yang Sheng-Hsiung,103560,9,,FALSE
2008 Summer Olympics,53,TPE,Weightlifting,"Flyweight, Women",263069,Chen Wei-Ling,103526,1,Gold,FALSE
2008 Summer Olympics,53,TPE,Weightlifting,"Middleweight, Women",263096,Lu Ying-Chi,116266,2,Silver,FALSE
2012 Summer Olympics,54,TPE,Weightlifting,"Super-Heavyweight, Men",331126,Chen Shih-Chieh,122308,7,,FALSE
2012 Summer Olympics,54,TPE,Weightlifting,"Featherweight, Women",331009,Hsu Shu-Ching,122307,1,Gold,FALSE
2012 Summer Olympics,54,TPE,Weightlifting,"Lightweight, Women",331027,Kuo Hsing-Chun,122309,6,,FALSE
2012 Summer Olympics,54,TPE,Weightlifting,"Light-Heavyweight, Women",331063,Huang Shih-Chun,104612,4,,FALSE
2016 Summer Olympics,59,TPE,Weightlifting,"Bantamweight, Men",354290,Tan Chi-Chung,136087,12,,FALSE
2016 Summer Olympics,59,TPE,Weightlifting,"Lightweight, Men",354308,Pan Chien-Hung,136086,17,,FALSE
2016 Summer Olympics,59,TPE,Weightlifting,"Super-Heavyweight, Men",354353,Chen Shih-Chieh,122308,DNF,,FALSE
2016 Summer Olympics,59,TPE,Weightlifting,"Flyweight, Women",354362,Chen Wei-Ling,103526,7,,FALSE
2016 Summer Olympics,59,TPE,Weightlifting,"Featherweight, Women",354371,Hsu Shu-Ching,122307,1,Gold,FALSE
