edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
1976 Summer Olympics,19,GDR,Weightlifting,"Lightweight, Men",29647,Gunter Ambraß,55783,4,,FALSE
1976 Summer Olympics,19,GDR,Weightlifting,"Middleweight, Men",29656,Peter Wenzel,55810,3,Bronze,FALSE
1976 Summer Olympics,19,GDR,Weightlifting,"Middleweight, Men",29656,Wolfgang Hübner,55795,4,,FALSE
1976 Summer Olympics,19,GDR,Weightlifting,"Middle-Heavyweight, Men",29674,Peter Petzold,55802,5,,FALSE
1976 Summer Olympics,19,GDR,Weightlifting,"Heavyweight, Men",29684,Jürgen Ciezki,55788,5,,FALSE
1976 Summer Olympics,19,GDR,Weightlifting,"Super-Heavyweight, Men",29693,Gerd Bonk,55787,2,Silver,FALSE
1976 Summer Olympics,19,GDR,Weightlifting,"Super-Heavyweight, Men",29693,Helmut Losch,55798,3,Bronze,FALSE
1980 Summer Olympics,20,GDR,Weightlifting,"Bantamweight, Men",29713,Andreas Letz,55797,4,,FALSE
1980 Summer Olympics,20,GDR,Weightlifting,"Lightweight, Men",29731,Joachim Kunz,55796,2,Silver,FALSE
1980 Summer Olympics,20,GDR,Weightlifting,"Lightweight, Men",29731,Gunter Ambraß,55783,5,,FALSE
1980 Summer Olympics,20,GDR,Weightlifting,"Middleweight, Men",29741,Günter Schliwka,55806,AC,,FALSE
1980 Summer Olympics,20,GDR,Weightlifting,"Light-Heavyweight, Men",29751,Detlef Blasche,55786,7,,FALSE
1980 Summer Olympics,20,GDR,Weightlifting,"Middle-Heavyweight, Men",29760,Frank Mantek,55799,3,Bronze,FALSE
1980 Summer Olympics,20,GDR,Weightlifting,"Heavyweight I, Men",29769,Michael Hennig,55793,4,,FALSE
1980 Summer Olympics,20,GDR,Weightlifting,"Heavyweight I, Men",29769,Manfred Funke,55791,6,,FALSE
1980 Summer Olympics,20,GDR,Weightlifting,"Super-Heavyweight, Men",29788,Jürgen Heuser,55794,2,Silver,FALSE
1988 Summer Olympics,22,GDR,Weightlifting,"Lightweight, Men",29915,Joachim Kunz,55796,1,Gold,FALSE
1988 Summer Olympics,22,GDR,Weightlifting,"Middleweight, Men",29924,Ingo Steinhöfel,55867,2,Silver,FALSE
1988 Summer Olympics,22,GDR,Weightlifting,"Heavyweight II, Men",29960,Ronny Weller,55874,3,Bronze,FALSE
1988 Summer Olympics,22,GDR,Weightlifting,"Heavyweight II, Men",29960,Michael Schubert,55807,4,,FALSE
1956 Summer Olympics,14,BUL,Weightlifting,"Lightweight, Men",29115,Ivan Abadzhiev,55279,7,,FALSE
1956 Summer Olympics,14,BUL,Weightlifting,"Middle-Heavyweight, Men",29158,Ivan Veselinov,55332,5,,FALSE
1960 Summer Olympics,15,BUL,Weightlifting,"Featherweight, Men",29200,Kiril Georgiev,55291,9,,FALSE
1960 Summer Olympics,15,BUL,Weightlifting,"Lightweight, Men",29214,Ivan Yordanov,55297,AC,,FALSE
1960 Summer Olympics,15,BUL,Weightlifting,"Middleweight, Men",29228,Ivan Abadzhiev,55279,12,,FALSE
1960 Summer Olympics,15,BUL,Weightlifting,"Middleweight, Men",29228,Mihail Abadzhiev,55280,AC,,FALSE
1960 Summer Olympics,15,BUL,Weightlifting,"Light-Heavyweight, Men",29242,Petar Tachev,55323,6,,FALSE
1960 Summer Olympics,15,BUL,Weightlifting,"Middle-Heavyweight, Men",29256,Vladimir Savov,55317,6,,FALSE
1960 Summer Olympics,15,BUL,Weightlifting,"Heavyweight, Men",29270,Ivan Veselinov,55332,AC,,FALSE
1964 Summer Olympics,16,BUL,Weightlifting,"Lightweight, Men",29313,Bogomil Petrov,55314,15,,FALSE
1964 Summer Olympics,16,BUL,Weightlifting,"Middleweight, Men",29327,Veliko Konarov,55301,8,,FALSE
1964 Summer Olympics,16,BUL,Weightlifting,"Light-Heavyweight, Men",29341,Stancho Penchev,55313,11,,FALSE
1964 Summer Olympics,16,BUL,Weightlifting,"Middle-Heavyweight, Men",29355,Petar Tachev,55323,8,,FALSE
1964 Summer Olympics,16,BUL,Weightlifting,"Heavyweight, Men",29369,Ivan Veselinov,55332,7,,FALSE
1968 Summer Olympics,17,BUL,Weightlifting,"Bantamweight, Men",29384,Atanas Kirov,55299,7,,FALSE
1968 Summer Olympics,17,BUL,Weightlifting,"Featherweight, Men",29398,Mladen Kuchev,55303,9,,FALSE
1968 Summer Olympics,17,BUL,Weightlifting,"Featherweight, Men",29398,Petar Yanev,55296,DNF,,FALSE
1968 Summer Olympics,17,BUL,Weightlifting,"Lightweight, Men",29413,Kostadin Tilev,55326,8,,FALSE
1968 Summer Olympics,17,BUL,Weightlifting,"Lightweight, Men",29413,Rilko Florov,55333,12,,FALSE
1972 Summer Olympics,18,BUL,Weightlifting,"Bantamweight, Men",29502,Atanas Kirov,55299,5,,FALSE
1972 Summer Olympics,18,BUL,Weightlifting,"Bantamweight, Men",29502,Georgi Todorov,55327,8,,FALSE
1972 Summer Olympics,18,BUL,Weightlifting,"Featherweight, Men",29517,Norayr Nurikyan,55310,1,Gold,FALSE
1972 Summer Olympics,18,BUL,Weightlifting,"Lightweight, Men",29531,Mladen Kuchev,55303,2,Silver,FALSE
1972 Summer Olympics,18,BUL,Weightlifting,"Middleweight, Men",29545,Yordan Bikov,55283,1,Gold,FALSE
1972 Summer Olympics,18,BUL,Weightlifting,"Middle-Heavyweight, Men",29575,Andon Nikolov,55309,1,Gold,FALSE
1972 Summer Olympics,18,BUL,Weightlifting,"Middle-Heavyweight, Men",29575,Atanas Shopov,55320,2,Silver,FALSE
1972 Summer Olympics,18,BUL,Weightlifting,"Heavyweight, Men",29589,Aleksandar Kraychev,55302,2,Silver,FALSE
1972 Summer Olympics,18,BUL,Weightlifting,"Heavyweight, Men",29589,Stancho Penchev,55313,DNF,,FALSE
1976 Summer Olympics,19,BUL,Weightlifting,"Bantamweight, Men",29628,Norayr Nurikyan,55310,1,Gold,FALSE
1976 Summer Olympics,19,BUL,Weightlifting,"Featherweight, Men",29637,Georgi Todorov,55327,2,Silver,FALSE
1976 Summer Olympics,19,BUL,Weightlifting,"Featherweight, Men",29637,Todor Todorov,55328,DNF,,FALSE
1976 Summer Olympics,19,BUL,Weightlifting,"Middleweight, Men",29656,Yordan Mitkov,55308,1,Gold,FALSE
1976 Summer Olympics,19,BUL,Weightlifting,"Light-Heavyweight, Men",29665,Trendafil Stoychev,55322,2,Silver,FALSE
1976 Summer Olympics,19,BUL,Weightlifting,"Light-Heavyweight, Men",29665,Blagoy Blagoev,55284,DQ,,FALSE
1976 Summer Olympics,19,BUL,Weightlifting,"Middle-Heavyweight, Men",29674,Atanas Shopov,55320,3,Bronze,FALSE
1976 Summer Olympics,19,BUL,Weightlifting,"Heavyweight, Men",29684,Krastyu Semerdzhiev,55318,2,Silver,FALSE
1976 Summer Olympics,19,BUL,Weightlifting,"Heavyweight, Men",29684,Valentin Hristov,55287,DQ,,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Featherweight, Men",29722,Stefan Dimitrov,55288,2,Silver,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Lightweight, Men",29731,Yanko Rusev,55316,1,Gold,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Lightweight, Men",29731,Mincho Pashov,55311,3,Bronze,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Middleweight, Men",29741,Asen Zlatev,55334,1,Gold,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Middleweight, Men",29741,Nedelcho Kolev,55300,3,Bronze,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Light-Heavyweight, Men",29751,Blagoy Blagoev,55284,2,Silver,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Light-Heavyweight, Men",29751,Krasimir Drandarov,55289,5,,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Middle-Heavyweight, Men",29760,Rumen Aleksandrov,55281,2,Silver,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Heavyweight I, Men",29769,Plamen Asparuhov,55282,AC,,FALSE
1980 Summer Olympics,20,BUL,Weightlifting,"Heavyweight II, Men",29779,Valentin Hristov,55287,2,Silver,FALSE
1988 Summer Olympics,22,BUL,Weightlifting,"Flyweight, Men",29888,Sevdalin Marinov,55304,1,Gold,FALSE
1988 Summer Olympics,22,BUL,Weightlifting,"Bantamweight, Men",29897,Mitko Grablev,55293,DQ,,FALSE
1988 Summer Olympics,22,BUL,Weightlifting,"Featherweight, Men",29906,Stefan Topurov,55329,2,Silver,FALSE
1988 Summer Olympics,22,BUL,Weightlifting,"Lightweight, Men",29915,Angel Genchev,55290,DQ,,FALSE
1988 Summer Olympics,22,BUL,Weightlifting,"Middleweight, Men",29924,Borislav Gidikov,55292,1,Gold,FALSE
1988 Summer Olympics,22,BUL,Weightlifting,"Middleweight, Men",29924,Aleksandar Varbanov,55330,3,Bronze,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Flyweight, Men",29978,Ivan Ivanov,55295,1,Gold,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Flyweight, Men",29978,Sevdalin Minchev,55306,AC,,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Featherweight, Men",29996,Nikolay Peshalov,55312,2,Silver,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Featherweight, Men",29996,Neno Terziyski,55325,4,,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Lightweight, Men",30005,Yoto Yotov,55298,2,Silver,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Light-Heavyweight, Men",30023,Plamen Bratoychev,55285,5,,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Middle-Heavyweight, Men",30032,Ivan Chakarov,55324,5,,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Heavyweight I, Men",30041,Petar Stefanov,55321,5,,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Heavyweight II, Men",30050,Stefan Botev Hristov,55286,3,Bronze,FALSE
1992 Summer Olympics,23,BUL,Weightlifting,"Super-Heavyweight, Men",30059,Mitko Mitev,55307,5,,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Flyweight, Men",30068,Sevdalin Minchev,55306,3,Bronze,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Flyweight, Men",30068,Ivan Ivanov,55295,6,,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Bantamweight, Men",30077,Nikolay Peshalov,55312,3,Bronze,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Featherweight, Men",30086,Iliyan Iliev,55294,6,,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Featherweight, Men",30086,Petar Petrov,55315,9,,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Lightweight, Men",30095,Plamen Zhelyazkov,55319,4,,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Lightweight, Men",30095,Zlatаn Vasilev,55331,9,,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Middleweight, Men",30104,Yoto Yotov,55298,2,Silver,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Light-Heavyweight, Men",30113,Krastyo Milev,55305,8,,FALSE
1996 Summer Olympics,24,BUL,Weightlifting,"Middle-Heavyweight, Men",30123,Plamen Bratoychev,55285,8,,FALSE
2000 Summer Olympics,25,BUL,Weightlifting,"Bantamweight, Men",30159,Ivan Ivanov,55295,DQ,,FALSE
2000 Summer Olympics,25,BUL,Weightlifting,"Featherweight, Men",30169,Sevdalin Minchev,55306,DQ,,FALSE
2000 Summer Olympics,25,BUL,Weightlifting,"Lightweight, Men",30178,Galabin Boevski,94926,1,Gold,FALSE
2000 Summer Olympics,25,BUL,Weightlifting,"Lightweight, Men",30178,Georgi Markov,94929,2,Silver,FALSE
2000 Summer Olympics,25,BUL,Weightlifting,"Heavyweight, Men",30215,Alan Tsagaev,94697,2,Silver,FALSE
2000 Summer Olympics,25,BUL,Weightlifting,"Flyweight, Women",30233,Izabela Dragneva,94927,DQ,,FALSE
2000 Summer Olympics,25,BUL,Weightlifting,"Flyweight, Women",30233,Donka Mincheva,94930,DNF,,FALSE
2000 Summer Olympics,25,BUL,Weightlifting,"Light-Heavyweight, Women",30269,Milena Trendafilova,94696,4,,FALSE
2000 Summer Olympics,25,BUL,Weightlifting,"Light-Heavyweight, Women",30269,Daniela Kerkelova,94928,5,,FALSE
2004 Summer Olympics,26,BUL,Weightlifting,"Featherweight, Men",30305,Sevdalin Minchev,55306,DNF,,FALSE
2004 Summer Olympics,26,BUL,Weightlifting,"Middleweight, Men",30323,Ivan Stoitsov,104565,7,,FALSE
2004 Summer Olympics,26,BUL,Weightlifting,"Middle-Heavyweight, Men",30341,Milen Dobrev,104624,1,Gold,FALSE
2004 Summer Olympics,26,BUL,Weightlifting,"Middle-Heavyweight, Men",30341,Nikola Kolev,104623,DNF,,FALSE
2004 Summer Olympics,26,BUL,Weightlifting,"Super-Heavyweight, Men",30359,Velichko Cholakov,104633,3,Bronze,FALSE
2004 Summer Olympics,26,BUL,Weightlifting,"Flyweight, Women",30368,Izabela Dragneva,94927,5,,FALSE
2004 Summer Olympics,26,BUL,Weightlifting,"Lightweight, Women",30386,Zlatina Atanasova,103542,12,,FALSE
2004 Summer Olympics,26,BUL,Weightlifting,"Light-Heavyweight, Women",30404,Slaveyka Ruzhinska,104616,4,,FALSE
2004 Summer Olympics,26,BUL,Weightlifting,"Light-Heavyweight, Women",30404,Milena Trendafilova,94696,6,,FALSE
2012 Summer Olympics,54,BUL,Weightlifting,"Light-Heavyweight, Men",331081,Ivan Markov,126963,4,,FALSE
2012 Summer Olympics,54,BUL,Weightlifting,"Middleweight, Women",331045,Milka Maneva,120779,2,Silver,FALSE
2020 Summer Olympics,61,BUL,Weightlifting,"Middleweight, Men",19002038,Bozhidar Dimitrov Andreev,2103106,5,,FALSE
2020 Summer Olympics,61,BUL,Weightlifting,"Heavyweight, Men",19002065,Hristo Hristov,2502677,5,,FALSE
1920 Summer Olympics,7,EGY,Weightlifting,"Middleweight, Men",28550,Hamad Samy,55558,AC,,FALSE
1924 Summer Olympics,8,EGY,Weightlifting,"Middleweight, Men",28613,Hamad Samy,55558,4,,FALSE
1928 Summer Olympics,9,EGY,Weightlifting,"Middleweight, Men",28716,Moukhtar Hussein,55550,7,,FALSE
1928 Summer Olympics,9,EGY,Weightlifting,"Light-Heavyweight, Men",28730,Sayed Nosseir,55552,1,Gold,FALSE
1936 Summer Olympics,11,EGY,Weightlifting,"Featherweight, Men",28828,Saleh Mohamed,55561,2,Silver,FALSE
1936 Summer Olympics,11,EGY,Weightlifting,"Featherweight, Men",28828,Ibrahim Shams,55560,3,Bronze,FALSE
1936 Summer Olympics,11,EGY,Weightlifting,"Lightweight, Men",28842,Anwar Mousbah,55545,1,Gold,FALSE
1936 Summer Olympics,11,EGY,Weightlifting,"Lightweight, Men",28842,Sayed Masoud,55544,6,,FALSE
1936 Summer Olympics,11,EGY,Weightlifting,"Middleweight, Men",28856,Khadr El-Touni,55533,1,Gold,FALSE
1936 Summer Olympics,11,EGY,Weightlifting,"Light-Heavyweight, Men",28870,Wasif Ibrahim,55562,3,Bronze,FALSE
1936 Summer Olympics,11,EGY,Weightlifting,"Light-Heavyweight, Men",28870,Mohamed Geisa,55535,8,,FALSE
1936 Summer Olympics,11,EGY,Weightlifting,"Heavyweight, Men",28884,Moukhtar Hussein,55550,5,,FALSE
1948 Summer Olympics,12,EGY,Weightlifting,"Bantamweight, Men",28898,Abdel Hamid Yacout,55563,11,,FALSE
1948 Summer Olympics,12,EGY,Weightlifting,"Featherweight, Men",28912,Mahmoud Fayad,55534,1,Gold,FALSE
1948 Summer Olympics,12,EGY,Weightlifting,"Featherweight, Men",28912,Ibrahim El-Dessouki,55527,12,,FALSE
1948 Summer Olympics,12,EGY,Weightlifting,"Lightweight, Men",28926,Ibrahim Shams,55560,1,Gold,FALSE
1948 Summer Olympics,12,EGY,Weightlifting,"Lightweight, Men",28926,Attia Mohammed,55538,2,Silver,FALSE
1948 Summer Olympics,12,EGY,Weightlifting,"Middleweight, Men",28940,Khadr El-Touni,55533,4,,FALSE
1948 Summer Olympics,12,EGY,Weightlifting,"Light-Heavyweight, Men",28954,Ibrahim Saleh,55557,11,,FALSE
1948 Summer Olympics,12,EGY,Weightlifting,"Heavyweight, Men",28968,Hanafi Moustafa,55551,5,,FALSE
1952 Summer Olympics,13,EGY,Weightlifting,"Bantamweight, Men",28984,Kamal Mahgoub,55541,5,,FALSE
1952 Summer Olympics,13,EGY,Weightlifting,"Featherweight, Men",28998,Khalifa Said Gouda,55536,5,,FALSE
1952 Summer Olympics,13,EGY,Weightlifting,"Lightweight, Men",29012,Abdel Qader El-Touni,55532,6,,FALSE
1952 Summer Olympics,13,EGY,Weightlifting,"Middleweight, Men",29027,Ismail Ragab,55553,4,,FALSE
1952 Summer Olympics,13,EGY,Weightlifting,"Light-Heavyweight, Men",29043,Fahmy Al-Juhiny,55518,9,,FALSE
1952 Summer Olympics,13,EGY,Weightlifting,"Middle-Heavyweight, Men",29057,Ibrahim Saleh,55557,4,,FALSE
1964 Summer Olympics,16,EGY,Weightlifting,"Bantamweight, Men",29285,Mohamed Herit,55539,11,,FALSE
1964 Summer Olympics,16,EGY,Weightlifting,"Featherweight, Men",29299,Hosni Abbas,55516,8,,FALSE
1964 Summer Olympics,16,EGY,Weightlifting,"Lightweight, Men",29313,Saleh Hussain,55556,9,,FALSE
1964 Summer Olympics,16,EGY,Weightlifting,"Light-Heavyweight, Men",29341,Amer Hanafi,55528,13,,FALSE
1964 Summer Olympics,16,EGY,Weightlifting,"Heavyweight, Men",29369,Mohamed Mahmoud Ibrahim,55540,6,,FALSE
1968 Summer Olympics,17,EGY,Weightlifting,"Bantamweight, Men",29384,Mohamed Herit,55539,AC,,FALSE
1968 Summer Olympics,17,EGY,Weightlifting,"Middle-Heavyweight, Men",29457,Bakr Bassam,55522,11,,FALSE
1968 Summer Olympics,17,EGY,Weightlifting,"Middle-Heavyweight, Men",29457,Gaber Hafez,55537,17,,FALSE
1976 Summer Olympics,19,EGY,Weightlifting,"Flyweight, Men",29617,Moustafa Abdel Halim,55517,AC,,FALSE
1976 Summer Olympics,19,EGY,Weightlifting,"Bantamweight, Men",29628,Mahmoud Mashall,55543,14,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Flyweight, Men",29797,El-Sayed Hafez,55530,12,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Bantamweight, Men",29807,Mohamed El-Sayed Ramadan,55554,13,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Featherweight, Men",29816,Mohamed Youssef,55564,10,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Middleweight, Men",29834,Ahmed Fouad,55520,15,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Light-Heavyweight, Men",29843,Ibrahim El-Bakh,55525,5,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Light-Heavyweight, Men",29843,Kamal Mahgoub,55542,13,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Middle-Heavyweight, Men",29852,Maged Sulaiman,55548,15,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Middle-Heavyweight, Men",29852,Ibrahim Abo Kalila,55559,AC,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Heavyweight II, Men",29870,Ashraf Imam Ali,55547,AC,,FALSE
1984 Summer Olympics,21,EGY,Weightlifting,"Super-Heavyweight, Men",29879,Mosad Al-Tabi'y,55549,6,,FALSE
1988 Summer Olympics,22,EGY,Weightlifting,"Flyweight, Men",29888,Ramadan Mahmoud,55521,AC,,FALSE
1988 Summer Olympics,22,EGY,Weightlifting,"Middleweight, Men",29924,Khalil Ibrahim,55529,13,,FALSE
1988 Summer Olympics,22,EGY,Weightlifting,"Middle-Heavyweight, Men",29942,Kamal Mahgoub,55542,DNF,,FALSE
1988 Summer Olympics,22,EGY,Weightlifting,"Super-Heavyweight, Men",29969,Reda El-Batoty,55526,6,,FALSE
1988 Summer Olympics,22,EGY,Weightlifting,"Super-Heavyweight, Men",29969,Adham Fuad,55546,12,,FALSE
1992 Summer Olympics,23,EGY,Weightlifting,"Middleweight, Men",30014,Hamdy Basiony,55523,18,,FALSE
1992 Summer Olympics,23,EGY,Weightlifting,"Middleweight, Men",30014,Moustafa Allozy,55519,AC,,FALSE
1992 Summer Olympics,23,EGY,Weightlifting,"Middle-Heavyweight, Men",30032,Kamal Mahgoub,55542,16,,FALSE
1992 Summer Olympics,23,EGY,Weightlifting,"Heavyweight II, Men",30050,Ibrahim El-Bakh,55525,DNF,,FALSE
1992 Summer Olympics,23,EGY,Weightlifting,"Super-Heavyweight, Men",30059,Reda El-Batoty,55526,15,,FALSE
1996 Summer Olympics,24,EGY,Weightlifting,"Heavyweight I, Men",30132,Tharwat Bendary,55524,11,,FALSE
2000 Summer Olympics,25,EGY,Weightlifting,"Light-Heavyweight, Men",30197,Mohamed Moussa El-Dib,94718,15,,FALSE
2000 Summer Olympics,25,EGY,Weightlifting,"Light-Heavyweight, Women",30269,Nagwan El-Zawawi,94717,DNF,,FALSE
2004 Summer Olympics,26,EGY,Weightlifting,"Bantamweight, Men",30296,Ahmed Saad,103551,11,,FALSE
2004 Summer Olympics,26,EGY,Weightlifting,"Middleweight, Men",30323,Mohamed El-Tantawy,104572,16,,FALSE
2004 Summer Olympics,26,EGY,Weightlifting,"Super-Heavyweight, Men",30359,Mohamed Ehsan,104636,11,,FALSE
2004 Summer Olympics,26,EGY,Weightlifting,"Flyweight, Women",30368,Enga Mohamed,103528,13,,FALSE
2004 Summer Olympics,26,EGY,Weightlifting,"Heavyweight, Women",30413,Nahla Ramadan,104611,DNF,,FALSE
2008 Summer Olympics,53,EGY,Weightlifting,"Featherweight, Men",263006,Mohamed Abdultwab,116321,8,,FALSE
2008 Summer Olympics,53,EGY,Weightlifting,"Lightweight, Men",263015,Tarek Yahia,116336,9,,FALSE
2008 Summer Olympics,53,EGY,Weightlifting,"Middleweight, Men",263024,Mahmoud El-Haddad,116360,12,,FALSE
2008 Summer Olympics,53,EGY,Weightlifting,"Heavyweight, Men",263051,Abdelrahman El-Sayed,116413,12,,FALSE
2008 Summer Olympics,53,EGY,Weightlifting,"Light-Heavyweight, Women",263105,Abir Abdulrahman,116282,3,Bronze,FALSE
2012 Summer Olympics,54,EGY,Weightlifting,"Featherweight, Men",331036,Ahmed Saad,103551,8,,FALSE
2012 Summer Olympics,54,EGY,Weightlifting,"Lightweight, Men",331054,Mohamed Abdultwab,116321,7,,FALSE
2012 Summer Olympics,54,EGY,Weightlifting,"Middleweight, Men",331072,Ibrahim Abdelbaki,122545,5,,FALSE
2012 Summer Olympics,54,EGY,Weightlifting,"Light-Heavyweight, Men",331081,Tarek Yahia,116336,3,Bronze,FALSE
2012 Summer Olympics,54,EGY,Weightlifting,"Light-Heavyweight, Men",331081,Ragab Abdelhay,122546,5,,FALSE
2012 Summer Olympics,54,EGY,Weightlifting,"Light-Heavyweight, Women",331063,Esmat Mansur,122565,6,,FALSE
2012 Summer Olympics,54,EGY,Weightlifting,"Heavyweight, Women",331090,Abir Abdulrahman,116282,2,Silver,FALSE
2012 Summer Olympics,54,EGY,Weightlifting,"Super-Heavyweight, Women",331108,Nahla Ramadan,104611,4,,FALSE
2016 Summer Olympics,59,EGY,Weightlifting,"Featherweight, Men",354299,Ahmed Saad,103551,5,,FALSE
2016 Summer Olympics,59,EGY,Weightlifting,"Middleweight, Men",354317,Mohamed Ihab,133608,2,Bronze,FALSE
2016 Summer Olympics,59,EGY,Weightlifting,"Middleweight, Men",354317,Ibrahim Abdelbaki,122545,8,,FALSE
2016 Summer Olympics,59,EGY,Weightlifting,"Middle-Heavyweight, Men",354335,Ragab Abdelhay,122546,5,,FALSE
2016 Summer Olympics,59,EGY,Weightlifting,"Heavyweight, Men",354344,Gaber Mohamed,133607,12,,FALSE
2016 Summer Olympics,59,EGY,Weightlifting,"Super-Heavyweight, Men",354353,Ahmed Mohamed,133606,DNF,,FALSE
2016 Summer Olympics,59,EGY,Weightlifting,"Middleweight, Women",354389,Esraa Ahmed,129925,7,,FALSE
2016 Summer Olympics,59,EGY,Weightlifting,"Light-Heavyweight, Women",354398,Sara Samir,129926,3,Bronze,FALSE
2016 Summer Olympics,59,EGY,Weightlifting,"Super-Heavyweight, Women",354416,Shaimaa Haridy,129927,4,,FALSE
2000 Summer Olympics,25,IOA,Weightlifting,"Bantamweight, Men",30159,Martinho de Araujo,94936,20,,FALSE
1948 Summer Olympics,12,GUY,Weightlifting,"Featherweight, Men",28912,Alphonso Correia,55923,18,,FALSE
1948 Summer Olympics,12,GUY,Weightlifting,"Middleweight, Men",28940,Orlando Chaves,55922,21,,FALSE
1952 Summer Olympics,13,GUY,Weightlifting,"Light-Heavyweight, Men",29043,Cecil Moore,55927,17,,FALSE
1956 Summer Olympics,14,GUY,Weightlifting,"Bantamweight, Men",29087,Michael Swain,55928,13,,FALSE
1956 Summer Olympics,14,GUY,Weightlifting,"Middleweight, Men",29129,Winston McArthur,55926,11,,FALSE
1964 Summer Olympics,16,GUY,Weightlifting,"Bantamweight, Men",29285,Martin Dias,55924,8,,FALSE
1968 Summer Olympics,17,GUY,Weightlifting,"Light-Heavyweight, Men",29442,Rudolph James,55925,19,,FALSE
2004 Summer Olympics,26,GUY,Weightlifting,"Light-Heavyweight, Men",30332,Julian McWatt,104590,14,,FALSE
1968 Summer Olympics,17,GUA,Weightlifting,"Featherweight, Men",29398,Francisco Echeverría,55914,20,,FALSE
1976 Summer Olympics,19,GUA,Weightlifting,"Bantamweight, Men",29628,Edgar Tornez,55918,15,,FALSE
1980 Summer Olympics,20,GUA,Weightlifting,"Middle-Heavyweight, Men",29760,Luis Rosito,55917,11,,FALSE
1984 Summer Olympics,21,GUA,Weightlifting,"Bantamweight, Men",29807,Nery Minchez,55916,15,,FALSE
1984 Summer Olympics,21,GUA,Weightlifting,"Lightweight, Men",29825,Antulio Delgado,55913,AC,,FALSE
1992 Summer Olympics,23,GUA,Weightlifting,"Middleweight, Men",30014,Luis Coronado,55912,28,,FALSE
1996 Summer Olympics,24,GUA,Weightlifting,"Flyweight, Men",30068,Luis Medrano,55915,20,,FALSE
2000 Summer Olympics,25,GUA,Weightlifting,"Bantamweight, Men",30159,Luis Medrano,55915,12,,FALSE
2004 Summer Olympics,26,GUA,Weightlifting,"Super-Heavyweight, Men",30359,Joel Bran,104634,13,,FALSE
2008 Summer Olympics,53,GUA,Weightlifting,"Heavyweight, Men",263051,Christian López,116415,15,,FALSE
2012 Summer Olympics,54,GUA,Weightlifting,"Super-Heavyweight, Men",331126,Christian López,116415,12,,FALSE
2012 Summer Olympics,54,GUA,Weightlifting,"Super-Heavyweight, Women",331108,Astrid Camposeco,123489,10,,FALSE
2016 Summer Olympics,59,GUA,Weightlifting,"Bantamweight, Men",354290,Edgar Pineda,134305,10,,FALSE
2020 Summer Olympics,61,GUA,Weightlifting,"Super-Heavyweight, Women",19002137,Scarleth Ucelo,147795,12,,FALSE
1960 Summer Olympics,15,HAI,Weightlifting,"Middle-Heavyweight, Men",29256,Philome Laguerre,55929,AC,,FALSE
2016 Summer Olympics,59,HAI,Weightlifting,"Featherweight, Men",354299,Édouard Joseph,134316,DNF,,FALSE
1992 Summer Olympics,23,HON,Weightlifting,"Featherweight, Men",29996,Osman Manzanares,55930,29,,FALSE
2012 Summer Olympics,54,HON,Weightlifting,"Middle-Heavyweight, Men",331099,Cristopher Pavón,123278,10,,FALSE
2016 Summer Olympics,59,HON,Weightlifting,"Middle-Heavyweight, Men",354335,Cristopher Pavón,123278,15,,FALSE
